execCombinationId,testExecutionId,expRunId,actRunId,durationTime,executionCount,totalOdCount,failedPlanOdCount,failedAlfOdCount,passedOdCount,processedOdCount,latestProcessedBatch,batchSize,status,modifiedAt,createdAt,errorMessage
13_DEC25_132,13,DEC25,132,13.197727,1,23,23,0,0,23,0,300,DONE,2026-05-06 03:55:46.000000 UTC,2026-05-06 03:55:23.000000 UTC,
